sale_id,customer_id,product_id,store_id,sale_date,quantity_sold,unit_price,payment_method,discount_applied,total_price
2726,826,197,89,19-03-2025,9,43.06,Online Payment,12.66,387.54
2727,205,358,11,25-04-2024,3,32.39,Online Payment,19.05,97.17
2728,83,181,63,13-08-2024,9,27.92,Cash,7.12,251.28
2729,813,320,53,09-02-2025,5,69.32,Cash,11.57,346.6
2730,834,388,85,12-07-2024,4,129.14,Credit Card,16.12,516.56
2731,22,137,86,29-08-2024,8,174.61,Online Payment,14.61,1396.88
2732,345,275,17,03-09-2024,8,227.62,Cash,4.72,1820.96
2733,404,125,84,15-07-2024,6,156.19,Online Payment,3.29,937.14
2734,42,139,47,07-11-2024,1,153.2,Online Payment,13.31,153.2
2735,974,352,55,18-11-2024,2,153.65,Cash,7.35,307.3
2736,768,430,25,08-04-2024,5,143.21,Online Payment,16.25,716.05
2737,79,126,7,18-07-2024,8,37.54,Cash,13.03,300.32
2738,584,57,54,18-05-2024,4,39.66,Debit Card,7.55,158.64
2739,984,491,11,15-02-2025,3,175.69,Debit Card,2.18,527.07
2740,301,377,65,22-03-2025,8,134.69,Credit Card,15.93,1077.52
2741,950,474,59,19-07-2024,2,105.39,Credit Card,15.52,210.78
2742,470,310,52,31-05-2024,2,49.65,Credit Card,14.58,99.3
2743,171,150,80,09-05-2024,8,167.52,Cash,16.11,1340.16
2744,842,64,16,29-09-2024,3,196.64,Cash,15.13,589.92
2745,916,190,35,31-01-2025,3,59.59,Debit Card,13.39,178.77
2746,176,337,48,24-02-2025,5,130.29,Cash,7.06,651.45
2747,775,70,38,11-07-2024,8,228.28,Debit Card,5.27,1826.24
2748,695,164,28,03-08-2024,6,72.74,Online Payment,13.03,436.44
2749,188,477,60,04-01-2025,1,236.84,Online Payment,5.42,236.84
2750,591,163,28,20-02-2025,2,228.92,Debit Card,19.77,457.84
2751,900,266,45,29-06-2024,4,35.86,Debit Card,17.64,143.44
2752,806,454,92,06-04-2024,7,125.45,Cash,5.17,878.15
2753,606,330,74,04-02-2025,5,64.86,Credit Card,13.2,324.3
2754,258,427,88,20-07-2024,6,158.97,Credit Card,15.28,953.82
2755,417,10,3,06-04-2024,5,108.38,Cash,8.92,541.9
2756,301,413,100,08-05-2024,3,192.73,Cash,5.46,578.19
2757,399,264,73,10-07-2024,4,180.81,Credit Card,10.95,723.24
2758,832,429,69,12-12-2024,1,96.13,Cash,11.05,96.13
2759,284,136,85,26-09-2024,5,224.68,Cash,18.45,1123.4
2760,680,1,2,08-08-2024,7,214.76,Online Payment,9.7,1503.32
2761,925,5,6,15-07-2024,9,131.79,Online Payment,10.41,1186.11
2762,216,368,64,04-10-2024,7,33.73,Online Payment,8.49,236.11
2763,337,52,46,31-03-2024,8,162.74,Online Payment,3.31,1301.92
2764,666,174,57,04-02-2025,7,10.37,Online Payment,5.66,72.59
2765,796,149,54,06-07-2024,2,233.8,Cash,19.44,467.6
2766,511,438,28,12-10-2024,8,77.05,Credit Card,15.3,616.4
2767,126,215,100,14-11-2024,6,246.88,Cash,18.56,1481.28
2768,332,167,47,03-06-2024,5,190.98,Credit Card,16.96,954.9
2769,533,350,28,16-12-2024,1,84.63,Credit Card,1.76,84.63
2770,268,126,22,27-06-2024,4,153.91,Online Payment,19.09,615.64
2771,801,384,90,30-06-2024,7,106.53,Cash,4.67,745.71
2772,308,163,2,24-09-2024,4,68.55,Cash,6.35,274.2
2773,665,344,69,21-05-2024,4,43.06,Cash,18.04,172.24
2774,711,297,30,05-12-2024,8,129.05,Online Payment,7.16,1032.4
2775,19,478,27,23-06-2024,4,40.14,Cash,8.56,160.56
2776,625,282,69,11-09-2024,4,73.23,Credit Card,13.97,292.92
2777,613,304,61,01-10-2024,6,174.45,Online Payment,16.11,1046.7
2778,166,424,13,09-09-2024,8,113.43,Credit Card,5.15,907.44
2779,340,70,57,10-02-2025,3,206.01,Debit Card,8.48,618.03
2780,918,62,70,18-08-2024,2,249,Online Payment,7.73,498
2781,873,134,76,08-06-2024,2,75.85,Debit Card,2,151.7
2782,44,305,46,31-01-2025,8,144.85,Debit Card,19.17,1158.8
2783,973,311,92,15-06-2024,6,239.73,Online Payment,14.06,1438.38
2784,389,202,34,13-02-2025,2,192.71,Cash,2.58,385.42
2785,985,146,94,01-09-2024,9,97.3,Online Payment,2.42,875.7
2786,548,461,63,22-12-2024,4,222.8,Cash,13.47,891.2
2787,384,274,65,12-10-2024,7,148.56,Online Payment,1.4,1039.92
2788,436,393,72,13-06-2024,6,130.05,Online Payment,19.86,780.3
2789,417,120,40,05-01-2025,6,153.87,Debit Card,2.43,923.22
2790,789,206,22,29-12-2024,7,207.93,Credit Card,5.22,1455.51
2791,775,401,53,20-11-2024,3,197.04,Debit Card,9.14,591.12
2792,171,244,61,10-12-2024,4,240.74,Online Payment,13.25,962.96
2793,479,419,65,03-05-2024,1,204.78,Cash,10.1,204.78
2794,838,190,51,26-04-2024,5,16.65,Cash,5.58,83.25
2795,175,358,7,31-07-2024,7,171.65,Debit Card,11.07,1201.55
2796,412,46,12,12-08-2024,3,97.3,Online Payment,9.52,291.9
2797,77,486,57,14-05-2024,7,23.08,Debit Card,7.67,161.56
2798,815,48,27,12-04-2024,5,247.1,Cash,3.03,1235.5
2799,435,129,42,08-09-2024,5,88.98,Debit Card,17.48,444.9
2800,462,185,7,22-09-2024,7,144.08,Debit Card,12.97,1008.56
2801,200,461,51,08-04-2024,4,235.42,Credit Card,14.95,941.68
2802,462,232,21,29-08-2024,9,130.05,Cash,15.28,1170.45
2803,184,395,24,27-04-2024,3,51.08,Online Payment,9.76,153.24
2804,649,77,31,14-10-2024,4,233.8,Online Payment,0.76,935.2
2805,49,185,48,31-10-2024,3,21.86,Credit Card,14.08,65.58
2806,221,264,66,21-12-2024,8,211.08,Online Payment,11.62,1688.64
2807,301,40,45,19-05-2024,5,158.65,Credit Card,14.35,793.25
2808,510,199,26,14-12-2024,8,109.82,Online Payment,1.65,878.56
2809,120,203,58,08-09-2024,7,144.08,Online Payment,6.53,1008.56
2810,296,207,26,07-10-2024,1,130.29,Credit Card,11.29,130.29
2811,820,198,78,16-10-2024,5,53.5,Credit Card,3.39,267.5
2812,595,16,50,24-09-2024,8,209.16,Cash,1.2,1673.28
2813,168,432,49,15-01-2025,1,183.96,Online Payment,13.05,183.96
2814,7,227,27,06-06-2024,5,118.53,Cash,14.83,592.65
2815,953,54,93,29-07-2024,1,75.34,Credit Card,8.61,75.34
2816,587,316,63,05-03-2025,9,134.52,Online Payment,8.49,1210.68
2817,24,210,8,08-04-2024,9,123.65,Debit Card,13.92,1112.85
2818,281,131,94,10-12-2024,4,27.92,Cash,19.97,111.68
2819,586,94,37,23-11-2024,6,72.68,Debit Card,9.31,436.08
2820,500,42,93,28-12-2024,3,104.34,Credit Card,18.51,313.02
2821,186,357,27,10-07-2024,5,165.77,Cash,14.95,828.85
2822,282,201,63,05-09-2024,5,30.61,Credit Card,9.53,153.05
2823,214,442,47,23-10-2024,2,232.16,Debit Card,7.68,464.32
2824,756,403,54,25-08-2024,8,53.5,Credit Card,1.09,428
2825,687,224,4,28-10-2024,9,235.42,Cash,11.7,2118.78
2826,552,447,20,21-12-2024,9,159.03,Cash,8.73,1431.27
2827,523,382,46,08-01-2025,3,24.58,Credit Card,9.8,73.74
2828,415,416,19,26-02-2025,1,72.38,Online Payment,11.26,72.38
2829,893,344,68,22-02-2025,8,133.3,Credit Card,19,1066.4
2830,630,206,46,02-05-2024,8,35.86,Debit Card,14.78,286.88
2831,173,436,64,10-07-2024,2,103.36,Cash,8.06,206.72
2832,13,304,78,21-10-2024,8,246.71,Online Payment,2.98,1973.68
2833,526,71,76,04-02-2025,2,127.19,Online Payment,2.17,254.38
2834,257,116,79,16-10-2024,9,110.63,Credit Card,7.21,995.67
2835,985,67,68,02-08-2024,8,156.16,Debit Card,13.62,1249.28
2836,931,446,1,27-05-2024,3,148.56,Debit Card,4.42,445.68
2837,683,499,93,02-09-2024,8,18.09,Cash,1.34,144.72
2838,201,304,13,12-12-2024,6,175.69,Debit Card,5.68,1054.14
2839,204,356,58,10-04-2024,6,116.24,Debit Card,13.98,697.44
2840,776,289,11,20-02-2025,4,62.32,Credit Card,14.85,249.28
2841,91,336,85,14-03-2025,1,59.93,Credit Card,2.47,59.93
2842,982,219,63,06-06-2024,5,204.78,Debit Card,6.34,1023.9
2843,69,391,26,26-08-2024,3,237.26,Online Payment,19.13,711.78
2844,619,122,89,22-09-2024,2,108.92,Debit Card,14.77,217.84
2845,160,231,90,17-03-2025,5,246.71,Cash,4.86,1233.55
2846,706,220,78,22-03-2025,2,158.21,Debit Card,6.69,316.42
2847,814,187,1,16-08-2024,3,72.38,Cash,3.43,217.14
2848,560,73,79,08-12-2024,6,207.93,Debit Card,3.93,1247.58
2849,952,25,60,16-04-2024,4,11.7,Credit Card,10.5,46.8
2850,163,245,73,05-09-2024,9,58.21,Debit Card,13.25,523.89
2851,80,267,81,17-10-2024,3,10.61,Credit Card,19.09,31.83
2852,591,22,92,05-06-2024,2,144.08,Online Payment,7.13,288.16
2853,593,470,27,03-05-2024,8,30.52,Online Payment,3.18,244.16
2854,329,434,21,11-02-2025,6,133.13,Debit Card,13.65,798.78
2855,244,23,34,13-11-2024,3,246.51,Credit Card,13.6,739.53
2856,291,149,77,03-10-2024,3,53.5,Debit Card,11.49,160.5
2857,564,338,46,05-05-2024,4,124.32,Cash,5.23,497.28
2858,868,233,55,19-12-2024,4,131.66,Credit Card,18.05,526.64
2859,936,193,87,10-11-2024,5,182.08,Online Payment,11.62,910.4
2860,73,4,8,28-03-2025,3,85.18,Debit Card,16.5,255.54
2861,16,92,76,14-02-2025,5,166.57,Debit Card,4.13,832.85
2862,713,186,41,16-10-2024,5,16.65,Debit Card,10.77,83.25
2863,17,276,19,21-02-2025,8,87.77,Credit Card,19.65,702.16
2864,646,17,21,12-08-2024,9,211.27,Credit Card,10.81,1901.43
2865,670,90,67,19-11-2024,2,106.53,Credit Card,3.15,213.06
2866,524,158,31,29-10-2024,5,128.35,Online Payment,11.99,641.75
2867,302,217,78,14-04-2024,7,207.96,Debit Card,9.19,1455.72
2868,84,252,42,11-12-2024,4,217.85,Cash,0.73,871.4
2869,996,489,50,08-06-2024,8,151.19,Debit Card,16.56,1209.52
2870,207,384,24,25-04-2024,3,197.04,Cash,3.71,591.12
2871,445,86,22,12-06-2024,1,44.24,Debit Card,14.12,44.24
2872,455,179,2,02-02-2025,7,115.89,Credit Card,16.34,811.23
2873,675,123,55,15-09-2024,1,126.93,Credit Card,4.31,126.93
2874,541,96,85,10-10-2024,1,38.27,Online Payment,19.88,38.27
2875,119,135,81,08-11-2024,1,175.69,Cash,19.26,175.69
2876,199,353,63,13-12-2024,8,36.08,Cash,11.13,288.64
2877,926,42,9,21-12-2024,8,94.71,Debit Card,9.18,757.68
2878,832,430,99,12-03-2025,7,27.65,Cash,15.42,193.55
2879,989,392,16,05-05-2024,4,122.03,Debit Card,4.83,488.12
2880,883,74,13,13-08-2024,4,93.95,Debit Card,4.98,375.8
2881,572,431,51,14-10-2024,1,94.71,Online Payment,3.81,94.71
2882,198,276,59,24-09-2024,5,207.96,Credit Card,19.39,1039.8
2883,23,185,46,14-10-2024,7,52.74,Debit Card,10.05,369.18
2884,559,369,54,17-09-2024,3,124.09,Online Payment,4.19,372.27
2885,53,78,33,17-01-2025,6,64.69,Online Payment,17.68,388.14
2886,419,213,71,18-09-2024,7,236.51,Online Payment,18.76,1655.57
2887,110,169,1,11-12-2024,6,236.84,Debit Card,8.94,1421.04
2888,222,476,11,11-02-2025,1,23.03,Cash,19.76,23.03
2889,117,234,14,16-12-2024,9,22.41,Online Payment,5.89,201.69
2890,91,440,98,11-01-2025,7,33.9,Cash,11.14,237.3
2891,529,175,96,23-04-2024,6,46.45,Online Payment,16.39,278.7
2892,388,93,45,14-06-2024,5,50.46,Cash,9.87,252.3
2893,519,156,68,18-01-2025,8,247.1,Credit Card,18.41,1976.8
2894,59,475,62,16-10-2024,2,22.44,Cash,14.83,44.88
2895,604,6,2,28-01-2025,6,240.74,Cash,18.48,1444.44
2896,278,352,41,15-06-2024,6,180.81,Credit Card,0.99,1084.86
2897,476,275,27,03-10-2024,2,178.5,Cash,14.24,357
2898,868,80,53,19-12-2024,2,96.13,Debit Card,9.91,192.26
2899,803,243,44,31-07-2024,4,144.85,Cash,1.26,579.4
2900,796,3,65,21-02-2025,5,64.94,Online Payment,13.35,324.7
2901,507,96,28,02-10-2024,5,97.3,Cash,13.52,486.5
2902,34,98,59,29-07-2024,3,101.87,Cash,13.23,305.61
2903,793,141,44,15-12-2024,3,181.93,Credit Card,9.88,545.79
2904,32,11,18,17-10-2024,6,27.92,Credit Card,8.85,167.52
2905,235,18,40,18-04-2024,6,109.82,Online Payment,18.59,658.92
2906,616,320,55,03-10-2024,7,171.68,Cash,5.7,1201.76
2907,966,361,41,11-07-2024,5,15.71,Cash,7.12,78.55
2908,395,167,22,25-09-2024,6,33.38,Debit Card,13.5,200.28
2909,389,256,22,05-05-2024,5,10.37,Cash,13.94,51.85
2910,433,407,35,25-11-2024,7,91.61,Online Payment,15.85,641.27
2911,742,299,8,02-02-2025,8,126.93,Debit Card,10.36,1015.44
2912,640,415,35,30-01-2025,4,159.03,Credit Card,12.88,636.12
2913,155,74,57,12-12-2024,6,33.9,Debit Card,11.67,203.4
2914,215,61,56,17-01-2025,2,108.82,Online Payment,3.39,217.64
2915,226,499,7,09-08-2024,6,132.77,Credit Card,10.6,796.62
2916,110,356,26,16-02-2025,6,239.73,Cash,14.23,1438.38
2917,735,61,34,24-04-2024,6,64.94,Credit Card,10.07,389.64
2918,413,200,3,21-01-2025,8,29.81,Debit Card,0.92,238.48
2919,167,446,68,07-06-2024,9,129.14,Online Payment,3.64,1162.26
2920,959,286,2,30-12-2024,2,144.8,Debit Card,15.02,289.6
2921,467,74,6,03-02-2025,4,192.71,Credit Card,2.53,770.84
2922,138,77,69,16-01-2025,2,51.18,Cash,12.66,102.36
2923,680,7,80,25-06-2024,5,46.45,Debit Card,4.48,232.25
2924,98,298,58,24-09-2024,2,189.93,Cash,5.86,379.86
2925,102,329,73,23-12-2024,2,143.21,Cash,17.99,286.42
2926,542,115,60,06-09-2024,7,184.5,Debit Card,8.59,1291.5
2927,515,65,59,15-01-2025,1,26.64,Debit Card,17.09,26.64
2928,22,145,94,24-10-2024,3,86.28,Cash,13.05,258.84
2929,278,20,21,05-11-2024,8,246.08,Credit Card,1.13,1968.64
2930,981,113,64,23-08-2024,1,101.87,Debit Card,15.45,101.87
2931,32,204,25,10-05-2024,8,168.69,Debit Card,3.4,1349.52
2932,94,370,95,01-09-2024,4,22.44,Online Payment,5.84,89.76
2933,802,432,3,09-01-2025,6,113.77,Credit Card,16.57,682.62
2934,998,290,19,25-09-2024,4,57.74,Online Payment,18.57,230.96
2935,65,455,31,06-07-2024,9,23.35,Cash,7.82,210.15
2936,58,313,71,22-12-2024,9,44.24,Debit Card,6.24,398.16
2937,520,37,43,24-03-2025,1,39.66,Credit Card,3.06,39.66
2938,210,182,58,22-02-2025,4,91.61,Debit Card,9.1,366.44
2939,49,304,74,09-03-2025,7,173.42,Credit Card,7.87,1213.94
2940,719,7,81,25-06-2024,9,90.89,Online Payment,17.85,818.01
2941,445,150,25,08-05-2024,3,234.18,Debit Card,16.19,702.54
2942,167,152,59,04-04-2024,9,151.89,Online Payment,5.16,1367.01
2943,110,477,92,30-11-2024,8,103.5,Cash,0.3,828
2944,228,206,24,21-12-2024,5,72.74,Debit Card,8.45,363.7
2945,743,225,10,30-01-2025,4,231.84,Credit Card,19.95,927.36
2946,546,290,73,09-06-2024,9,174.87,Credit Card,0.47,1573.83
2947,870,55,19,29-03-2025,3,246.51,Debit Card,0.4,739.53
2948,276,125,2,19-10-2024,8,181.74,Online Payment,4.85,1453.92
2949,102,414,67,08-04-2024,9,249,Cash,5.81,2241
2950,766,360,53,11-04-2024,5,127.19,Cash,12.97,635.95
2951,396,23,80,14-01-2025,2,202.23,Online Payment,7.17,404.46
2952,30,3,25,12-11-2024,4,22.71,Cash,17.71,90.84
2953,298,38,16,23-08-2024,9,103.36,Credit Card,7.68,930.24
2954,927,412,13,20-01-2025,7,235.42,Cash,13.79,1647.94
2955,950,141,76,19-09-2024,5,28.84,Cash,2.98,144.2
2956,710,168,21,17-04-2024,5,161.89,Online Payment,11.79,809.45
2957,55,27,14,12-04-2024,2,181.18,Cash,3.13,362.36
2958,961,36,20,12-06-2024,6,51.22,Debit Card,19.24,307.32
2959,189,236,51,13-12-2024,5,142.03,Credit Card,19.44,710.15
2960,134,73,33,30-06-2024,8,236.51,Online Payment,4.48,1892.08
2961,139,56,58,18-07-2024,6,247.1,Cash,19.78,1482.6
2962,731,361,21,06-10-2024,8,149.51,Cash,15.58,1196.08
2963,942,462,96,16-02-2025,9,69.86,Cash,7.87,628.74
2964,884,336,95,28-05-2024,9,158.97,Debit Card,4.22,1430.73
2965,636,459,5,09-06-2024,7,51.22,Cash,5.68,358.54
2966,978,251,84,12-04-2024,3,224.27,Online Payment,12.3,672.81
2967,637,379,75,14-11-2024,6,130.05,Debit Card,17.96,780.3
2968,138,398,22,29-12-2024,9,62.49,Online Payment,15.53,562.41
2969,351,137,3,29-10-2024,2,171.65,Debit Card,2.45,343.3
2970,223,404,40,08-11-2024,8,249.26,Online Payment,10.29,1994.08
2971,591,440,26,02-10-2024,1,217.37,Cash,6.45,217.37
2972,413,259,58,07-10-2024,5,94.99,Cash,16.26,474.95
2973,169,245,13,17-11-2024,2,46.45,Credit Card,4.72,92.9
2974,529,463,12,10-05-2024,5,75.85,Cash,3.25,379.25
2975,589,270,45,06-04-2024,5,127.19,Debit Card,18.35,635.95
2976,201,41,54,06-04-2024,7,100.91,Online Payment,3.97,706.37
2977,358,58,39,24-02-2025,7,202.34,Online Payment,5.97,1416.38
2978,668,137,35,13-06-2024,2,181.52,Online Payment,10.43,363.04
2979,564,97,41,31-05-2024,2,58.05,Cash,1.01,116.1
2980,915,300,83,08-03-2025,5,166.35,Credit Card,11.31,831.75
2981,915,175,8,22-12-2024,9,115.53,Cash,6.15,1039.77
2982,115,154,50,14-05-2024,1,213.34,Online Payment,2.49,213.34
2983,35,146,51,10-03-2025,5,191.03,Debit Card,7.83,955.15
2984,573,50,77,07-03-2025,3,249.26,Debit Card,10.34,747.78
2985,730,211,42,25-08-2024,8,93.8,Debit Card,8.18,750.4
2986,288,33,50,18-10-2024,2,161.01,Credit Card,4.39,322.02
2987,469,304,23,09-09-2024,8,148.05,Cash,12.43,1184.4
2988,183,196,36,29-06-2024,2,22.41,Credit Card,14.16,44.82
2989,395,448,40,21-05-2024,9,169.64,Credit Card,12.95,1526.76
2990,339,383,83,13-06-2024,7,166.4,Credit Card,6.17,1164.8
2991,307,291,53,08-07-2024,7,44.99,Debit Card,5.81,314.93
2992,353,335,9,16-07-2024,3,121.93,Online Payment,17.63,365.79
2993,346,302,30,11-06-2024,8,29.47,Cash,18.71,235.76
2994,338,387,78,04-07-2024,7,23.23,Credit Card,4.95,162.61
2995,721,111,67,20-08-2024,1,176.82,Online Payment,0.18,176.82
2996,184,447,15,02-11-2024,6,16.92,Online Payment,0.68,101.52
2997,528,204,12,16-11-2024,6,190.16,Credit Card,16.03,1140.96
2998,56,217,65,26-03-2025,4,224.75,Online Payment,12.28,899
2999,393,339,61,29-07-2024,7,58.21,Credit Card,8.4,407.47
3000,292,168,88,21-07-2024,1,248.71,Credit Card,12.91,248.71
3001,227,227,25,28-05-2024,7,53.5,Credit Card,15.92,374.5
3002,572,149,43,08-01-2025,5,51.08,Online Payment,7.19,255.4
3003,172,41,67,15-11-2024,1,227.98,Online Payment,5.41,227.98
3004,298,47,15,08-07-2024,8,26.64,Credit Card,7.46,213.12
3005,855,377,59,09-09-2024,2,10.92,Debit Card,13.59,21.84
3006,20,272,55,14-09-2024,1,184.73,Cash,8.23,184.73
3007,524,465,38,08-12-2024,5,78.01,Credit Card,11.42,390.05
3008,680,21,56,16-02-2025,7,207.93,Debit Card,4.45,1455.51
3009,154,194,30,19-06-2024,7,18.22,Debit Card,9.19,127.54
3010,329,249,24,02-01-2025,3,144.08,Debit Card,6.8,432.24
3011,68,196,79,10-04-2024,4,108.38,Credit Card,11.16,433.52
3012,246,59,22,28-12-2024,1,115.32,Cash,13.68,115.32
3013,999,104,8,16-01-2025,9,51.83,Credit Card,14.32,466.47
3014,958,256,33,16-03-2025,5,69.32,Cash,1.37,346.6
3015,10,141,27,12-09-2024,8,209.41,Debit Card,18.23,1675.28
3016,850,293,96,24-06-2024,1,30.52,Cash,7.66,30.52
3017,221,155,44,11-09-2024,1,62.47,Cash,19.75,62.47
3018,777,497,16,25-07-2024,8,191.03,Cash,17.83,1528.24
3019,764,441,28,01-09-2024,9,30.61,Cash,11.66,275.49
3020,991,4,4,14-01-2025,9,239.64,Online Payment,15.02,2156.76
3021,22,114,34,01-06-2024,8,40.73,Cash,13.43,325.84
3022,467,495,93,17-05-2024,5,248.55,Cash,15.01,1242.75
3023,107,14,96,03-09-2024,1,67.96,Cash,2.32,67.96
3024,825,393,63,10-03-2025,9,207.96,Online Payment,9.92,1871.64
3025,676,389,85,24-03-2025,2,22.71,Debit Card,6.63,45.42
3026,123,71,74,25-02-2025,8,130.05,Cash,11.94,1040.4
3027,201,222,15,30-12-2024,3,125.45,Online Payment,10.87,376.35
3028,399,268,57,17-05-2024,2,204.78,Online Payment,11.32,409.56
3029,819,117,67,10-08-2024,1,36.08,Cash,5.5,36.08
3030,611,256,51,26-12-2024,2,249.26,Credit Card,19.56,498.52
3031,526,491,54,13-02-2025,1,192.71,Online Payment,14.77,192.71
3032,881,133,64,04-07-2024,8,50.6,Online Payment,1.7,404.8
3033,598,229,27,10-12-2024,8,111.01,Online Payment,17.84,888.08
3034,649,274,44,31-03-2025,9,212.53,Credit Card,3.03,1912.77
3035,465,203,85,24-05-2024,3,65.31,Credit Card,7.07,195.93
3036,695,355,9,26-11-2024,5,22.41,Credit Card,12.12,112.05
3037,198,77,68,11-03-2025,6,213.34,Debit Card,18.01,1280.04
3038,216,298,23,08-05-2024,5,192.71,Cash,4.13,963.55
3039,386,401,77,17-10-2024,5,92.42,Credit Card,18.21,462.1
3040,634,309,8,16-01-2025,2,75.85,Online Payment,0.64,151.7
3041,216,102,67,02-03-2025,2,189.93,Credit Card,3.97,379.86
3042,977,249,45,10-09-2024,9,124.32,Online Payment,16.64,1118.88
3043,511,457,88,15-08-2024,1,141.48,Credit Card,0.48,141.48
3044,83,331,85,05-03-2025,2,130.05,Online Payment,4.25,260.1
3045,617,433,73,26-05-2024,1,182.79,Cash,11.31,182.79
3046,88,125,77,24-11-2024,1,214.76,Online Payment,18.3,214.76
3047,764,203,31,16-07-2024,8,228.92,Debit Card,0.44,1831.36
3048,162,5,9,10-09-2024,5,166.4,Debit Card,14.2,832
3049,366,380,88,06-03-2025,4,248.71,Cash,19.35,994.84
3050,694,257,56,18-10-2024,4,121.93,Debit Card,6.4,487.72
3051,605,358,42,30-06-2024,2,44.05,Online Payment,8.63,88.1
3052,977,263,61,17-05-2024,8,163.84,Online Payment,17.39,1310.72
3053,653,176,9,27-11-2024,7,137.31,Online Payment,5.77,961.17
3054,91,200,98,13-01-2025,7,32.39,Credit Card,17.96,226.73
3055,976,295,89,08-03-2025,7,113.77,Online Payment,2.91,796.39
3056,156,395,40,01-04-2024,1,37.54,Debit Card,2.29,37.54
3057,697,332,69,03-12-2024,1,28.84,Cash,14.16,28.84
3058,734,304,3,03-11-2024,5,183.85,Debit Card,15.36,919.25
3059,840,457,16,28-07-2024,9,17.28,Debit Card,16.52,155.52
3060,106,84,6,18-08-2024,3,137.61,Cash,1.14,412.83
3061,824,270,68,26-07-2024,2,153.2,Cash,11.68,306.4
3062,675,413,5,04-09-2024,3,135.66,Online Payment,5.78,406.98
3063,779,246,94,27-10-2024,3,23.08,Credit Card,9.9,69.24
3064,923,473,73,16-06-2024,3,17.13,Credit Card,11.49,51.39
3065,985,161,2,12-12-2024,2,102.87,Online Payment,1.85,205.74
3066,597,319,96,30-12-2024,8,249.26,Online Payment,17.7,1994.08
3067,819,191,50,09-05-2024,7,116.47,Credit Card,5.3,815.29
3068,789,93,13,06-04-2024,6,108.92,Online Payment,3.52,653.52
3069,562,469,87,05-03-2025,3,192.71,Online Payment,14.55,578.13
3070,101,239,95,24-07-2024,1,64.69,Online Payment,11.49,64.69
3071,633,376,80,24-10-2024,9,115.89,Online Payment,4.53,1043.01
3072,644,94,13,16-02-2025,4,168.92,Debit Card,5.94,675.68
3073,142,381,45,09-07-2024,4,33.73,Online Payment,13.22,134.92
3074,347,175,99,20-12-2024,6,115.32,Debit Card,1.04,691.92
3075,672,39,98,10-10-2024,1,15.78,Debit Card,5.68,15.78
3076,588,13,95,10-04-2024,4,113.97,Online Payment,17,455.88
3077,675,238,13,17-03-2025,2,44.05,Debit Card,5.12,88.1
3078,980,6,8,22-05-2024,3,161.04,Credit Card,18.85,483.12
3079,755,127,34,22-10-2024,8,207.96,Online Payment,7.25,1663.68
3080,838,367,34,06-11-2024,9,190.16,Online Payment,16.54,1711.44
3081,700,42,67,13-03-2025,9,113.97,Online Payment,5.2,1025.73
3082,372,378,19,19-12-2024,9,217.37,Debit Card,2.28,1956.33
3083,59,399,77,19-04-2024,4,120.52,Debit Card,17.33,482.08
3084,234,347,16,03-10-2024,2,163.84,Cash,11.43,327.68
3085,119,302,94,17-09-2024,2,93.8,Debit Card,10.31,187.6
3086,608,76,12,05-01-2025,4,61.96,Cash,19.56,247.84
3087,195,398,28,07-02-2025,5,53.52,Debit Card,6.99,267.6
3088,144,290,71,25-03-2025,6,148.56,Debit Card,12.4,891.36
3089,993,55,54,20-01-2025,1,189.17,Online Payment,3.47,189.17
3090,501,276,90,22-01-2025,4,171.68,Online Payment,14.89,686.72
3091,575,322,7,19-06-2024,1,93.68,Debit Card,10.93,93.68
3092,373,125,73,08-03-2025,6,153.91,Cash,18.12,923.46
3093,560,403,64,03-06-2024,4,183.96,Cash,15.9,735.84
3094,185,55,82,13-09-2024,1,213.34,Debit Card,10.91,213.34
3095,700,93,22,23-06-2024,9,237.26,Cash,4.21,2135.34
3096,798,430,38,10-05-2024,1,215.98,Debit Card,15.56,215.98
3097,22,207,86,30-09-2024,6,159.06,Online Payment,16.53,954.36
3098,499,489,10,10-09-2024,8,46.45,Credit Card,4.99,371.6
3099,153,401,12,12-09-2024,6,127.19,Debit Card,17.5,763.14
3100,268,37,17,22-04-2024,1,204.78,Cash,16.07,204.78
3101,528,370,32,13-05-2024,8,27.65,Credit Card,11.75,221.2
3102,845,289,43,31-12-2024,5,158.65,Online Payment,15,793.25
3103,658,6,6,24-07-2024,1,225.42,Online Payment,1.84,225.42
3104,247,347,97,07-11-2024,4,75.51,Credit Card,18.96,302.04
3105,893,470,25,30-01-2025,4,212.53,Cash,16.46,850.12
3106,866,446,85,01-05-2024,2,50.02,Debit Card,12.55,100.04
3107,359,259,67,09-12-2024,5,246.71,Cash,4.48,1233.55
3108,885,28,40,27-05-2024,2,49.65,Cash,2.77,99.3
3109,457,342,52,02-04-2024,7,73.23,Online Payment,7.62,512.61
3110,813,439,63,10-06-2024,4,138.41,Credit Card,15.73,553.64
3111,52,240,41,27-05-2024,7,168.64,Credit Card,14.79,1180.48
3112,159,234,28,14-09-2024,2,36.59,Credit Card,5.42,73.18
3113,391,58,61,25-12-2024,4,191.85,Cash,0.43,767.4
3114,275,31,86,24-11-2024,3,98.47,Cash,19.61,295.41
3115,327,419,8,13-08-2024,9,217.37,Cash,0.45,1956.33
3116,987,210,83,11-02-2025,1,42.59,Credit Card,8.59,42.59
